"gid","rid","pid","fnm","lnm","htm","atm","dt","d","dc","g","rx","ry","lcx","lcy","dst","shtp","shza","shzb"
"0021300084",460,202326,"DeMarcus","Cousins","POR","SAC","2013-11-08","MISS Cousins 17' Jump Shot",1.391,-30.738,13.9,40.47,-141,97,17,"JMP","L","MR"
"0021300085",14,202330,"Gordon","Hayward","TOR","UTA","2013-11-09","MISS Hayward 27' 3PT Jump Shot",1.286,-30.347,34.477,19.607,89,258,27,"JMP","RC","AB3"
"0021300086",157,203471,"Dennis","Schroder","ATL","ORL","2013-11-09","MISS Schroder 25' 3PT Jump Shot",1.012,-31.209,65.056,19.303,-43,246,24,"JMP","C","AB3"
"0021300087",17,1718,"Paul","Pierce","BKN","IND","2013-11-09","MISS Pierce 10' Step Back Jump Shot",1.387,-31.841,89.189,11.668,-98,17,9,"SBJ","L","MR"
"0021300088",343,202730,"Lavoy","Allen","CLE","PHI","2013-11-09","MISS Allen 17' Jump Shot",1.076,-29.383,20.435,14.677,113,124,16,"JMP","RC","MR"
"0021300088",677,202681,"Kyrie","Irving","CLE","PHI","2013-11-09","MISS Irving 19' Turnaround Jump Shot",1.634,-31.204,91.891,3.218,-193,17,19,"TAJ","L","MR"
"0021300089",276,2548,"Dwyane","Wade","MIA","BOS","2013-11-09","MISS Wade 20' Jump Shot",1.07,-33.017,3.044,6.368,201,7,20,"JMP","R","MR"
"0021300091",278,202691,"Klay","Thompson","MEM","GSW","2013-11-09","MISS Thompson 25' 3PT Jump Shot",0.159,-31.175,88.551,2.827,204,137,24,"JMP","RC","AB3"
"0021300092",29,2406,"Caron","Butler","MIL","DAL","2013-11-09","MISS Butler 15' Jump Shot",2.952,-33.394,72.537,25.543,-34,151,15,"JMP","C","MR"
"0021300093",265,203081,"Damian","Lillard","SAC","POR","2013-11-09","MISS Lillard 24' 3PT Jump Shot",1.629,-31.695,69.721,9.319,-92,227,24,"JMP","LC","AB3"
"0021300093",341,201574,"Jason","Thompson","SAC","POR","2013-11-09","MISS Thompson 16' Jump Shot",0.341,-31.222,19.92,25.628,-131,83,15,"JMP","L","MR"
"0021300093",401,200777,"Joel","Freeland","SAC","POR","2013-11-09","MISS Freeland 10' Fadeaway Jumper",1.346,-31.773,85.188,14.189,-90,45,10,"FDE","L","MR"
"0021300094",136,2747,"JR","Smith","NYK","SAS","2013-11-10","MISS Smith 25' 3PT Jump Shot",1.418,-32.174,68.986,8.478,-103,228,25,"JMP","LC","AB3"
"0021300095",12,201566,"Russell","Westbrook","OKC","WAS","2013-11-10","MISS Westbrook 25' 3PT Jump Shot",1.615,-31.315,78.252,46.052,192,154,24,"JMP","RC","AB3"
"0021300095",5,101162,"Marcin","Gortat","OKC","WAS","2013-11-10","MISS Gortat 18' Jump Shot",2.267,-31.275,22.024,33.499,-134,124,18,"JMP","LC","MR"
"0021300095",554,203078,"Bradley","Beal","OKC","WAS","2013-11-10","MISS Beal 22' Jump Shot",1.416,-30.845,66.013,33.62,111,195,22,"JMP","RC","MR"
"0021300095",558,101110,"Martell","Webster","OKC","WAS","2013-11-10","MISS Webster  3PT Jump Shot",1.293,-31.84,82.887,46.945,230,28,23,"JMP","R","RC3"
"0021300096",60,202339,"Eric","Bledsoe","PHX","NOP","2013-11-10","MISS Bledsoe 19' Jump Shot",1.876,-31.818,81.998,4.419,-169,97,19,"JMP","L","MR"
"0021300098",266,2744,"Al","Jefferson","CHA","ATL","2013-11-11","MISS Jefferson 13' Jump Shot",1.732,-28.43,89.05,34.614,125,14,12,"JMP","R","MR"
"0021300099",157,201585,"Kosta","Koufos","IND","MEM","2013-11-11","MISS Koufos 16' Jump Shot",1.494,-31.109,90.486,38.912,162,-10,16,"JMP","R","MR"
"0021300099",338,2561,"David","West","IND","MEM","2013-11-11","MISS West 8' Jump Shot",1.216,-32.44,81.798,29.014,50,63,8,"JMP","R","PNT"
"0021300099",463,203111,"Orlando","Johnson","IND","MEM","2013-11-11","MISS Johnson 19' Jump Shot",1.304,-31.726,70.815,13.089,-89,168,19,"JMP","LC","MR"
"0021300099",56,201144,"Mike","Conley","IND","MEM","2013-11-11","MISS Conley 27' 3PT Jump Shot",1.142,-31.078,65.61,20.238,-89,257,27,"JMP","LC","AB3"
"0021300100",349,202721,"Darius","Morris","PHI","SAS","2013-11-11","MISS Morris 15' Jump Shot",1.065,-30.239,7.006,40.507,-149,-5,14,"JMP","L","MR"
"0021300100",94,202730,"Lavoy","Allen","PHI","SAS","2013-11-11","MISS Allen 17' Jump Shot",1.5,-30.518,68.822,22.885,-49,167,17,"JMP","C","MR"
"0021300101",115,203543,"Vitor","Faverani","BOS","ORL","2013-11-11","MISS Faverani 25' 3PT Jump Shot",1.503,-31.883,29.133,26.045,-89,233,24,"JMP","LC","AB3"
"0021300101",395,203515,"Phil","Pressey","BOS","ORL","2013-11-11","MISS Pressey 23' Jump Shot",1.152,-31.992,75.661,6.096,-152,168,22,"JMP","LC","MR"
"0021300101",463,203506,"Victor","Oladipo","BOS","ORL","2013-11-11","MISS Oladipo 13' Jump Shot",1.55,-31.679,7.469,36.594,-130,15,13,"JMP","L","MR"
"0021300101",91,203543,"Vitor","Faverani","BOS","ORL","2013-11-11","MISS Faverani 25' 3PT Jump Shot",1.472,-31.266,26.077,37.82,-164,192,25,"JMP","LC","AB3"
"0021300102",131,2760,"Anderson","Varejao","CHI","CLE","2013-11-11","MISS Varejao 14' Jump Shot",1.291,-32.122,20.534,22.525,23,142,14,"JMP","C","MR"
"0021300102",14,2736,"Luol","Deng","CHI","CLE","2013-11-11","MISS Deng 22' Jump Shot",1.206,-31.038,67.526,30.971,83,206,22,"JMP","RC","MR"
"0021300102",335,101139,"CJ","Miles","CHI","CLE","2013-11-11","MISS Miles 25' 3PT Jump Shot",2.11,-31.849,66.732,36.585,143,203,24,"JMP","RC","AB3"
"0021300102",56,201565,"Derrick","Rose","CHI","CLE","2013-11-11","MISS Rose 17' Jump Shot",1.374,-31.881,77.027,16.031,-125,112,16,"JMP","LC","MR"
"0021300103",185,202391,"Jeremy","Lin","HOU","TOR","2013-11-11","MISS Lin 8' Jump Shot",1.731,-30.915,14.851,29.999,-40,69,7,"JMP","C","PNT"
"0021300103",270,200752,"Rudy","Gay","HOU","TOR","2013-11-11","MISS Gay 25' 3PT Jump Shot",1.192,-30.643,69.893,9.015,-158,190,24,"JMP","LC","AB3"
"0021300103",626,200752,"Rudy","Gay","HOU","TOR","2013-11-11","MISS Gay 22' Jump Shot",1.666,-30.514,12.572,4.843,193,102,21,"JMP","R","MR"
"0021300105",113,201577,"Robin","Lopez","POR","DET","2013-11-11","MISS Lopez 14' Jump Shot",1.709,-30.219,5.143,9.617,138,12,13,"JMP","R","MR"
"0021300105",115,101198,"Will","Bynum","POR","DET","2013-11-11","MISS Bynum 21' Jump Shot",1.666,-32.534,73.211,9.503,-112,181,21,"JMP","LC","MR"
"0021300106",298,201567,"Kevin","Love","LAC","MIN","2013-11-11","MISS Love 13' Turnaround Jump Shot",2.056,-31.244,5.354,39.453,-133,7,13,"TAJ","L","MR"
"0021300107",303,2547,"Chris","Bosh","MIA","MIL","2013-11-12","MISS Bosh 24' 3PT Jump Shot",1.456,-31.104,25.115,37.578,-187,151,24,"JMP","LC","AB3"
"0021300107",7,2406,"Caron","Butler","MIA","MIL","2013-11-12","MISS Butler 19' Jump Shot",1.793,-30.405,4.901,4.752,187,26,18,"JMP","R","MR"
"0021300108",128,1717,"Dirk","Nowitzki","DAL","WAS","2013-11-12","MISS Nowitzki 18' Fadeaway Jumper",1.12,-31.824,10.962,43.636,-175,42,17,"FDE","L","MR"
"0021300108",143,1733,"Al","Harrington","DAL","WAS","2013-11-12","MISS Harrington 25' 3PT Jump Shot",1.499,-31.378,72.023,4.59,-171,189,25,"JMP","LC","AB3"
"0021300109",78,2746,"Josh","Smith","GSW","DET","2013-11-12","MISS Smith 17' Step Back Jump Shot",1.137,-32.411,79.771,41.339,125,113,16,"SBJ","RC","MR"
"0021300110",2,203076,"Anthony","Davis","LAL","NOP","2013-11-12","MISS Davis 15' Jump Shot",1.542,-32.087,18.809,19.239,70,135,15,"JMP","C","PNT"
"0021300111",295,2749,"Jameer","Nelson","ORL","MIL","2013-11-13","MISS Nelson 25' 3PT Jump Shot",1.671,-30.946,25.733,38.021,-7,247,24,"JMP","C","AB3"
"0021300111",45,201564,"O.J.","Mayo","ORL","MIL","2013-11-13","MISS Mayo 16' Jump Shot",1.847,-30.229,11.468,9.511,144,77,16,"JMP","R","MR"
"0021300111",79,203506,"Victor","Oladipo","ORL","MIL","2013-11-13","MISS Oladipo 17' Pullup Jump Shot",1.478,-31.396,87.254,40.168,165,23,16,"PUJ","R","MR"
"0021300112",267,202391,"Jeremy","Lin","PHI","HOU","2013-11-13","MISS Lin 27' 3PT Jump Shot",1.514,-31.343,66.804,34.272,140,233,27,"JMP","RC","AB3"
"0021300112",621,101128,"Francisco","Garcia","PHI","HOU","2013-11-13","MISS Garcia 28' 3PT Jump Shot",1.095,-30.03,18.399,1.943,157,228,27,"JMP","RC","AB3"
"0021300113",494,203077,"Michael","Kidd-Gilchrist","BOS","CHA","2013-11-13","MISS Kidd-Gilchrist 21' Jump Shot",2.255,-30.949,7.693,4.635,190,77,20,"JMP","R","MR"
"0021300114",478,203082,"Terrence","Ross","MEM","TOR","2013-11-13","MISS Ross 26' 3PT Jump Shot",1.492,-29.031,80.636,2.037,-221,132,25,"JMP","LC","AB3"
"0021300115",399,203508,"Sergey","Karasev","MIN","CLE","2013-11-13","MISS Karasev 22' Jump Shot",1.059,-32.189,69.839,11.802,-73,208,22,"JMP","LC","MR"
"0021300115",422,203144,"Alexey","Shved","MIN","CLE","2013-11-13","MISS Shved 26' 3PT Jump Shot",1.375,-33.081,17.152,4.797,189,183,26,"JMP","RC","AB3"
"0021300115",455,201947,"Earl","Clark","MIN","CLE","2013-11-13","MISS Clark 18' Jump Shot",1.343,-33.148,85.4,42.302,174,45,17,"JMP","R","MR"
"0021300116",399,203118,"Mike","Scott","ATL","NYK","2013-11-13","MISS Scott 26' 3PT Jump Shot",1.308,-32.578,21.792,7.143,152,205,25,"JMP","RC","AB3"
"0021300117",181,1495,"Tim","Duncan","SAS","WAS","2013-11-13","MISS Duncan 13' Turnaround Jump Shot",1.57,-32.317,6.332,34.692,-123,23,12,"TAJ","L","MR"
"0021300117",267,203078,"Bradley","Beal","SAS","WAS","2013-11-13","MISS Beal 20' Jump Shot",2.1,-31.526,26.289,23.716,29,197,19,"JMP","C","MR"
"0021300117",303,101162,"Marcin","Gortat","SAS","WAS","2013-11-13","MISS Gortat 19' Jump Shot",1.752,-31.359,19.973,38.558,-125,142,18,"JMP","LC","MR"
"0021300117",338,203078,"Bradley","Beal","SAS","WAS","2013-11-13","MISS Beal 21' Jump Shot",1.32,-31.403,13.7,3.491,189,88,20,"JMP","R","MR"
"0021300117",35,202322,"John","Wall","SAS","WAS","2013-11-13","MISS Wall 18' Jump Shot",1.209,-32.979,75.236,37.406,141,112,18,"JMP","RC","MR"
"0021300118",591,202325,"Wesley","Johnson","DEN","LAL","2013-11-13","MISS W. Johnson 24' 3PT Jump Shot",1.318,-31.559,8.101,2.476,241,0,24,"JMP","R","RC3"
"0021300119",120,202692,"Alec","Burks","UTA","NOP","2013-11-13","MISS Burks 19' Jump Shot",1.4,-30.214,86.527,43.67,189,7,18,"JMP","R","MR"
"0021300120",2,203081,"Damian","Lillard","POR","PHX","2013-11-13","MISS Lillard 18' Turnaround Fadeaway Shot",1.454,-31.889,3.079,7.329,179,0,17,"TFS","R","MR"
"0021300120",204,201587,"Nicolas","Batum","POR","PHX","2013-11-13","MISS Batum  3PT Jump Shot",2.327,-31.674,8.109,0.752,225,12,22,"JMP","R","RC3"
"0021300120",319,201587,"Nicolas","Batum","POR","PHX","2013-11-13","MISS Batum 24' 3PT Jump Shot",1.597,-32.271,72.301,4.73,-149,194,24,"JMP","LC","AB3"
"0021300120",331,2590,"Mo","Williams","POR","PHX","2013-11-13","MISS Williams 24' 3PT Jump Shot",1.332,-31.618,63.914,27.645,56,236,24,"JMP","C","AB3"
"0021300121",101,202326,"DeMarcus","Cousins","SAC","BKN","2013-11-13","MISS Cousins 17' Jump Shot",1.536,-30.866,83.647,9.463,-166,42,17,"JMP","L","MR"
"0021300121",169,2566,"Travis","Outlaw","SAC","BKN","2013-11-13","MISS Outlaw 19' Jump Shot",2.05,-29.532,75.778,40.531,108,162,19,"JMP","RC","MR"
"0021300121",240,203463,"Ben","McLemore","SAC","BKN","2013-11-13","MISS McLemore 18' Jump Shot",1.917,-30.365,90.357,45.541,184,11,18,"JMP","R","MR"
"0021300121",55,203463,"Ben","McLemore","SAC","BKN","2013-11-13","MISS McLemore 26' 3PT Jump Shot",1.779,-30.994,72.518,42.344,141,224,26,"JMP","RC","AB3"
"0021300121",552,203141,"Mirza","Teletovic","SAC","BKN","2013-11-13","MISS Teletovic 27' 3PT Jump Shot",1.308,-30.957,67.47,37.121,177,198,26,"JMP","RC","AB3"
"0021300122",568,201142,"Kevin","Durant","LAC","OKC","2013-11-13","MISS Durant 27' 3PT Jump Shot",1.66,-32.52,30.47,20.944,121,239,26,"JMP","RC","AB3"
"0021300124",139,2555,"Nick","Collison","GSW","OKC","2013-11-14","MISS Collison 17' Pullup Jump Shot",2.002,-28.266,89.696,7.705,-172,4,17,"PUJ","L","MR"
"0021300124",153,203087,"Jeremy","Lamb","GSW","OKC","2013-11-14","MISS Lamb 27' 3PT Pullup Jump Shot",1.617,-32.164,63.725,26.528,75,257,26,"PUJ","C","AB3"
"0021300125",189,201588,"George","Hill","IND","MIL","2013-11-15","MISS Hill 18' Jump Shot",3.027,-31.48,25.414,17.533,2,178,17,"JMP","C","MR"
"0021300125",196,2585,"Zaza","Pachulia","IND","MIL","2013-11-15","MISS Pachulia 17' Jump Shot",1.464,-33.321,84.038,10.563,-160,41,16,"JMP","L","MR"
"0021300126",182,201942,"DeMar","DeRozan","TOR","CHI","2013-11-15","MISS DeRozan 10' Jump Shot",0.847,-32.117,14.008,17.474,28,97,10,"JMP","C","PNT"
"0021300126",263,200768,"Kyle","Lowry","TOR","CHI","2013-11-15","MISS Lowry 25' 3PT Pullup Jump Shot",1.383,-31.647,30.048,26.558,0,250,25,"PUJ","C","AB3"
"0021300126",304,201149,"Joakim","Noah","TOR","CHI","2013-11-15","MISS Noah 15' Jump Shot",1.465,-31.734,10.499,9.001,141,37,14,"JMP","R","MR"
"0021300127",5,202341,"James","Anderson","ATL","PHI","2013-11-15","MISS Anderson 26' 3PT Jump Shot",1.542,-31.164,19.197,4.146,171,197,26,"JMP","RC","AB3"
"0021300128",370,203096,"Jared","Sullinger","BOS","POR","2013-11-15","MISS Sullinger 9' Jump Hook Shot",1.402,-29.475,78.443,22.305,-29,85,8,"JHS","C","PNT"
"0021300132",339,202693,"Markieff","Morris","PHX","BKN","2013-11-15","MISS Mark Morris 17' Jump Shot",1.525,-32.018,87.936,9.396,-166,0,16,"JMP","L","MR"
"0021300132",43,201609,"Goran","Dragic","PHX","BKN","2013-11-15","MISS Dragic  3PT Jump Shot",1.144,-31.257,8.585,47.719,-232,20,23,"JMP","L","LC3"
"0021300132",492,202694,"Marcus","Morris","PHX","BKN","2013-11-15","MISS Marc Morris 17' Jump Shot",1.939,-31.977,71.932,33.32,84,146,16,"JMP","RC","MR"
"0021300132",67,101112,"Channing","Frye","PHX","BKN","2013-11-15","MISS Frye 18' Jump Shot",1.488,-30.958,23.46,22.641,43,176,18,"JMP","C","MR"
"0021300132",71,2207,"Joe","Johnson","PHX","BKN","2013-11-15","MISS Johnson 14' Jump Shot",1.791,-30.767,87.408,39.288,143,-11,14,"JMP","R","MR"
"0021300133",2,202695,"Kawhi","Leonard","UTA","SAS","2013-11-15","MISS Leonard 19' Jump Shot",1.534,-31.669,8.801,42.598,-188,37,19,"JMP","L","MR"
"0021300133",363,202692,"Alec","Burks","UTA","SAS","2013-11-15","MISS Burks 19' Jump Shot",1.615,-31.311,13.729,7.851,143,132,19,"JMP","RC","MR"
"0021300135",196,201943,"Brandon","Jennings","SAC","DET","2013-11-15","MISS Jennings 21' Jump Shot",1.93,-34.12,12.094,4.493,201,71,21,"JMP","R","MR"
"0021300135",223,201574,"Jason","Thompson","SAC","DET","2013-11-15","MISS Thompson 17' Jump Shot",1.422,-29.589,85.346,39.647,163,48,16,"JMP","R","MR"
"0021300135",531,201943,"Brandon","Jennings","SAC","DET","2013-11-15","MISS Jennings 26' 3PT Jump Shot",1.762,-32.382,64.434,21.689,-8,258,25,"JMP","C","AB3"
"0021300136",267,202708,"Norris","Cole","CHA","MIA","2013-11-16","MISS Cole 18' Jump Shot",1.472,-31.586,7.227,5.665,173,44,17,"JMP","R","MR"
"0021300137",171,101131,"Jason","Maxiell","ORL","DAL","2013-11-16","MISS Maxiell 8' Jump Shot",1.745,-31.7,76.085,23.359,-2,83,8,"JMP","C","PNT"
"0021300138",317,101115,"Andrew","Bynum","WAS","CLE","2013-11-16","MISS Bynum 8' Jump Shot",1.172,-30.704,11.027,16.744,64,41,7,"JMP","C","PNT"
"0021300139",369,203501,"Tim","Hardaway Jr.","NYK","ATL","2013-11-16","MISS Hardaway Jr. 19' Jump Shot",1.929,-32.189,68.879,32.152,113,157,19,"JMP","RC","MR"
"0021300140",247,201588,"George","Hill","CHI","IND","2013-11-16","MISS Hill 19' Jump Shot",1.281,-32.525,80.039,11.068,-168,85,18,"JMP","L","MR"
"0021300140",37,202362,"Lance","Stephenson","CHI","IND","2013-11-16","MISS Stephenson 24' 3PT Jump Shot",1.756,-30.163,69.816,40.474,176,167,24,"JMP","RC","AB3"
"0021300140",378,2550,"Kirk","Hinrich","CHI","IND","2013-11-16","MISS Hinrich 25' 3PT Jump Shot",1.471,-32.059,68.176,13.204,-109,225,25,"JMP","LC","AB3"
"0021300141",452,203095,"Evan","Fournier","HOU","DEN","2013-11-16","MISS Fournier 24' 3PT Pullup Jump Shot",1.098,-31.494,27.21,36.42,-136,203,24,"PUJ","LC","AB3"
"0021300141",96,202389,"Timofey","Mozgov","HOU","DEN","2013-11-16","MISS Mozgov 7' Fadeaway Jumper",4.001,-30.623,5.856,25.151,-15,66,6,"FDE","C","PNT"
"0021300142",470,202340,"Avery","Bradley","MIN","BOS","2013-11-16","MISS Bradley  3PT Jump Shot",1.578,-33.683,87.528,45.916,233,14,23,"JMP","R","RC3"
"0021300142",513,203543,"Vitor","Faverani","MIN","BOS","2013-11-16","MISS Faverani 19' Jump Shot",1.469,-33.615,68.613,22.557,6,190,19,"JMP","C","MR"
"0021300143",101,202323,"Evan","Turner","NOP","PHI","2013-11-16","MISS Turner 26' 3PT Jump Shot",1.734,-32.124,64.866,27.535,21,260,26,"JMP","C","AB3"
"0021300143",133,203100,"Tony","Wroten","NOP","PHI","2013-11-16","MISS Wroten 7' Jump Shot",1.478,-31.615,85.597,17.664,-48,47,6,"JMP","C","PNT"
"0021300143",493,201583,"Ryan","Anderson","NOP","PHI","2013-11-16","MISS Anderson 17' Jump Shot",1.755,-31.617,69.367,21.876,-7,165,16,"JMP","C","MR"
"0021300143",579,202730,"Lavoy","Allen","NOP","PHI","2013-11-16","MISS Allen 8' Jump Shot",4.916,-32.204,8.558,29.784,-8,75,7,"JMP","C","PNT"
"0021300147",212,201942,"DeMar","DeRozan","TOR","POR","2013-11-17","MISS DeRozan 16' Jump Shot",1.295,-30.381,20.761,28.946,-57,149,15,"JMP","C","MR"
"0021300147",331,201942,"DeMar","DeRozan","TOR","POR","2013-11-17","MISS DeRozan 25' 3PT Jump Shot",1.259,-31.147,65.991,9.99,-130,211,24,"JMP","LC","AB3"
"0021300148",257,201601,"Luc","Mbah a Moute","SAC","MEM","2013-11-17","MISS Mbah a Moute 7' Jump Shot",1.51,-33.665,9.776,20.016,58,36,6,"JMP","C","PNT"
"0021300149",281,2746,"Josh","Smith","LAL","DET","2013-11-17","MISS Smith 27' 3PT Jump Shot",1.323,-31.179,25.681,11.613,130,231,26,"JMP","RC","AB3"
"0021300150",404,708,"Kevin","Garnett","BKN","POR","2013-11-18","MISS Garnett 15' Jump Shot",1.248,-32.063,74.828,25.964,18,146,14,"JMP","C","MR"
"0021300151",539,201945,"Gerald","Henderson","CHI","CHA","2013-11-18","MISS Henderson 19' Jump Shot",1.785,-32.23,72.973,30.613,51,181,18,"JMP","C","MR"
"0021300152",131,2555,"Nick","Collison","OKC","DEN","2013-11-18","MISS Collison 21' Jump Shot",2.048,-31.52,66.961,24.677,18,209,20,"JMP","C","MR"
"0021300152",134,202704,"Reggie","Jackson","OKC","DEN","2013-11-18","MISS Jackson 32' 3PT Pullup Bank Shot",1.343,-31.64,61.376,37.891,149,280,31,"PUB","RC","AB3"
"0021300152",488,201581,"JJ","Hickson","OKC","DEN","2013-11-18","MISS Hickson 12' Jump Shot",1.956,-31.329,90.169,10.91,-117,-13,11,"JMP","L","MR"
"0021300153",421,202721,"Darius","Morris","DAL","PHI","2013-11-18","MISS Morris 13' Fadeaway Jumper",0.835,-29.942,6.102,38.377,-122,41,12,"FDE","L","MR"
"0021300153",459,2223,"Samuel","Dalembert","DAL","PHI","2013-11-18","MISS Dalembert 9' Jump Shot",1.751,-33.388,76.236,22.495,-5,94,9,"JMP","C","PNT"
"0021300153",565,1890,"Shawn","Marion","DAL","PHI","2013-11-18","MISS Marion 24' 3PT Jump Shot",1.703,-32.464,90.45,2.953,-235,45,23,"JMP","L","LC3"
"0021300153",85,203138,"Hollis","Thompson","DAL","PHI","2013-11-18","MISS Thompson 26' 3PT Jump Shot",1.78,-31.01,67.854,38.21,143,219,26,"JMP","RC","AB3"
"0021300154",20,101135,"David","Lee","UTA","GSW","2013-11-18","MISS Lee 16' Jump Shot",1.257,-32.442,82.293,11.013,-139,85,16,"JMP","L","MR"
"0021300156",17,201147,"Corey","Brewer","WAS","MIN","2013-11-19","MISS Brewer  3PT Jump Shot",1.337,-31.798,87.764,46.9,230,42,23,"JMP","R","RC3"
"0021300156",44,2755,"Kevin","Martin","WAS","MIN","2013-11-19","MISS Martin 13' Jump Shot",1.651,-30.01,88.263,33.464,130,3,13,"JMP","R","MR"
"0021300157",82,202713,"Kyle","Singler","DET","NYK","2013-11-19","MISS Singler 26' 3PT Jump Shot",1.435,-31.257,82.529,4.337,-212,153,26,"JMP","LC","AB3"
"0021300158",254,201596,"Mario","Chalmers","MIA","ATL","2013-11-19","MISS Chalmers 25' 3PT Jump Shot",1.096,-32.642,31.094,26.941,24,249,25,"JMP","C","AB3"
"0021300158",348,201858,"Cartier","Martin","MIA","ATL","2013-11-19","MISS Martin 25' 3PT Jump Shot",1.585,-31.2,71.569,7.071,-130,209,24,"JMP","LC","AB3"
"0021300158",6,2203,"Shane","Battier","MIA","ATL","2013-11-19","MISS Battier 27' 3PT Jump Shot",1.406,-32.366,67.336,36.517,168,217,27,"JMP","RC","AB3"
"0021300158",88,202714,"Shelvin","Mack","MIA","ATL","2013-11-19","MISS Mack 17' Jump Shot",1.388,-31.316,17.705,13.539,103,132,16,"JMP","RC","MR"
"0021300160",127,203458,"Alex","Len","SAC","PHX","2013-11-19","MISS Len 11' Jump Shot",2.002,-32.929,15.66,33.719,-84,72,11,"JMP","L","MR"
"0021300160",226,203101,"Miles","Plumlee","SAC","PHX","2013-11-19","MISS Plumlee 10' Jump Shot",2.337,-31.168,10.659,13.84,100,30,10,"JMP","R","MR"
"0021300160",244,203463,"Ben","McLemore","SAC","PHX","2013-11-19","MISS McLemore 25' 3PT Jump Shot",1.433,-31.548,70.455,42.612,211,131,24,"JMP","RC","AB3"
"0021300160",263,203463,"Ben","McLemore","SAC","PHX","2013-11-19","MISS McLemore 24' 3PT Jump Shot",2.024,-32.188,79.974,3.769,-193,146,24,"JMP","LC","AB3"
"0021300160",354,202326,"DeMarcus","Cousins","SAC","PHX","2013-11-19","MISS Cousins 11' Jump Shot",1.77,-30.852,17.997,21.843,34,108,11,"JMP","C","PNT"
"0021300160",484,101123,"Gerald","Green","SAC","PHX","2013-11-19","MISS Green  3PT Jump Shot",0.932,-33.03,85.407,1.641,-226,64,23,"JMP","L","LC3"
"0021300161",172,203077,"Michael","Kidd-Gilchrist","CHA","BKN","2013-11-20","MISS Kidd-Gilchrist 9' Jump Shot",1.436,-30.349,4.444,17.651,88,12,8,"JMP","R","MR"
"0021300161",501,2207,"Joe","Johnson","CHA","BKN","2013-11-20","MISS Johnson 28' 3PT Jump Shot",1.395,-31.878,30.661,29.789,-51,274,27,"JMP","C","AB3"
"0021300162",406,203461,"Anthony","Bennett","CLE","WAS","2013-11-20","MISS Bennett 27' 3PT Jump Shot",1.594,-31.94,65.786,35.16,185,200,27,"JMP","RC","AB3"
"0021300162",412,203521,"Matthew","Dellavedova","CLE","WAS","2013-11-20","MISS Dellavedova 24' 3PT Jump Shot",1.446,-32.157,82.297,46.894,237,4,23,"JMP","R","RC3"
"0021300162",418,202322,"John","Wall","CLE","WAS","2013-11-20","MISS Wall 12' Floating Jump Shot",1.337,-31.2,14.391,30.652,-101,61,11,"FJS","L","MR"
"0021300162",442,203078,"Bradley","Beal","CLE","WAS","2013-11-20","MISS Beal 26' 3PT Jump Shot",1.443,-31.451,23.953,7.483,100,238,25,"JMP","RC","AB3"
"0021300164",461,202708,"Norris","Cole","ORL","MIA","2013-11-20","MISS Cole 7' Running Jump Shot",1.265,-31.672,88.602,32.989,62,37,7,"RJ","C","PNT"
"0021300164",476,203506,"Victor","Oladipo","ORL","MIA","2013-11-20","MISS Oladipo 10' Jump Shot",0.307,-31.306,75.714,25.587,65,71,9,"JMP","R","PNT"
"0021300164",511,2427,"Roger","Mason Jr.","ORL","MIA","2013-11-20","MISS Mason Jr. 26' 3PT Jump Shot",1.664,-31.668,67.665,36.788,140,220,26,"JMP","RC","AB3"
"0021300165",568,201942,"DeMar","DeRozan","PHI","TOR","2013-11-20","MISS DeRozan 17' Jump Shot",1.871,-31.523,9.686,4.404,165,7,16,"JMP","R","MR"
"0021300167",412,2557,"Luke","Ridnour","MIL","POR","2013-11-20","MISS Ridnour 12' Jump Shot",1.292,-31.74,21.104,22.849,-11,119,11,"JMP","C","PNT"
"0021300167",502,101141,"Ersan","Ilyasova","MIL","POR","2013-11-20","MISS Ilyasova 25' 3PT Jump Shot",1.421,-31.774,26.186,14.617,140,211,25,"JMP","RC","AB3"
"0021300168",453,201937,"Ricky","Rubio","MIN","LAC","2013-11-20","MISS Rubio 26' 3PT Jump Shot",1.302,-30.657,26.155,12.708,17,257,25,"JMP","C","AB3"
"0021300171",128,202738,"Isaiah","Thomas","PHX","SAC","2013-11-20","MISS Thomas 17' Jump Shot",1.435,-31.172,74.055,35.912,160,67,17,"JMP","R","MR"
"0021300171",209,202335,"Patrick","Patterson","PHX","SAC","2013-11-20","MISS Patterson  3PT Jump Shot",2.282,-31.225,89.022,48.068,234,-2,23,"JMP","R","RC3"
